Age,Gender,Education,Job Title,Experience (Years),Monthly Salary (INR)
29,Male,Bachelor,Legal Advisor,5,33373
53,Female,PhD,Product Manager,20,71738
21,Female,Master,Electrical Engineer,0,25000
33,Female,PhD,Content Writer,2,20101
32,Male,Master,Business Analyst,12,38068
49,Male,Master,Data Scientist,12,51307
32,Other,Bachelor,Teacher,9,29059
22,Female,Bachelor,Teacher,0,20000
47,Male,Bachelor,Mechanical Engineer,15,45888
55,Male,High School,Civil Engineer,27,40666
52,Female,Master,Operations Manager,29,77109
50,Other,Bachelor,Sales Executive,0,20000
53,Male,Master,Research Analyst,3,28342
26,Male,Bachelor,Data Scientist,0,40000
41,Male,Diploma,Sales Executive,12,30570
33,Male,Bachelor,Sales Executive,3,23249
49,Female,Bachelor,Research Analyst,7,28538
45,Female,Bachelor,Data Scientist,18,52430
30,Male,PhD,Project Manager,8,57033
32,Female,Master,Data Scientist,0,40000
36,Male,Bachelor,Product Manager,7,54630
58,Female,Master,Financial Analyst,23,45860
48,Male,Bachelor,Product Manager,25,67567
36,Male,PhD,Graphic Designer,9,31381
54,Female,Bachelor,IT Support Specialist,18,30588
22,Male,Bachelor,Content Writer,1,18962
22,Male,PhD,UI/UX Designer,0,25000
43,Male,Master,IT Support Specialist,14,30749
26,Female,Bachelor,Customer Support,6,19716
24,Male,Master,Marketing Manager,0,30000
57,Female,Bachelor,Network Engineer,10,33186
33,Female,Bachelor,Product Manager,12,63974
31,Male,Bachelor,Legal Advisor,5,37273
53,Female,Diploma,Network Engineer,31,54195
58,Male,Bachelor,Customer Support,16,30353
59,Male,Bachelor,Product Manager,34,78091
45,Female,Bachelor,Marketing Manager,24,51174
45,Male,Master,Business Analyst,3,33116
21,Male,Master,Business Analyst,0,30000
25,Male,Bachelor,IT Support Specialist,0,20000
36,Male,Master,Content Writer,0,18000
23,Male,Master,Product Manager,3,53819
27,Female,Master,Teacher,5,22926
54,Male,Master,Marketing Manager,12,38445
34,Male,Bachelor,HR Manager,1,36487
55,Female,Bachelor,Accountant,14,44625
55,Female,Bachelor,Sales Executive,23,52802
22,Male,Bachelor,Accountant,2,27770
43,Female,Diploma,Teacher,13,31899
36,Female,Diploma,Electrical Engineer,16,39031
43,Female,Bachelor,HR Manager,13,42260
42,Male,Bachelor,Business Analyst,21,56589
42,Female,Master,Mechanical Engineer,13,43493
52,Female,High School,Teacher,17,30836
45,Male,Bachelor,IT Support Specialist,9,26320
39,Male,Master,Operations Manager,5,43640
33,Female,PhD,Teacher,4,24307
42,Other,Master,Content Writer,15,31926
35,Other,Diploma,Financial Analyst,3,32564
38,Male,Bachelor,Civil Engineer,18,38089
32,Female,Bachelor,HR Manager,6,38476
33,Male,Master,Customer Support,8,24001
22,Male,Master,Network Engineer,0,25000
35,Male,Master,Operations Manager,12,47202
44,Male,Master,HR Manager,15,50088
38,Male,Bachelor,Accountant,8,34421
58,Male,Bachelor,Software Engineer,21,45738
27,Female,Master,Legal Advisor,5,37000
21,Female,Bachelor,Content Writer,0,18000
52,Male,Master,Operations Manager,12,57265
50,Other,Bachelor,HR Manager,27,71259
58,Male,Bachelor,Research Analyst,34,43481
21,Male,Bachelor,Mechanical Engineer,1,26032
23,Male,PhD,UI/UX Designer,2,26006
35,Male,Master,Graphic Designer,8,31807
24,Male,Bachelor,UI/UX Designer,1,26393
31,Female,Bachelor,Graphic Designer,0,20000
54,Male,Bachelor,UI/UX Designer,13,42094
21,Male,Diploma,Financial Analyst,1,31039
31,Male,Bachelor,Financial Analyst,5,33556
59,Female,Bachelor,UI/UX Designer,10,38529
53,Male,High School,Civil Engineer,31,70727
33,Male,Bachelor,Operations Manager,2,41516
27,Female,Master,Marketing Manager,2,32172
31,Female,Bachelor,Electrical Engineer,6,33235
35,Other,Bachelor,Electrical Engineer,13,36134
57,Male,Diploma,Customer Support,27,29500
30,Male,Diploma,Software Engineer,3,33454
59,Male,PhD,Financial Analyst,19,50900
33,Other,Bachelor,HR Manager,5,40880
57,Male,Bachelor,Financial Analyst,34,67658
51,Female,Bachelor,Electrical Engineer,25,41347
40,Male,Master,Content Writer,6,23325
56,Male,Diploma,Marketing Manager,26,64498
29,Male,Bachelor,Marketing Manager,8,34811
30,Male,Master,HR Manager,2,37114
24,Male,Master,UI/UX Designer,1,25978
25,Other,Master,Teacher,1,21003
43,Female,Master,UI/UX Designer,0,25000
33,Other,Bachelor,Software Engineer,0,30000
33,Male,Bachelor,Project Manager,7,55902
39,Female,Master,Software Engineer,8,41671
34,Female,Bachelor,Legal Advisor,3,32643
59,Female,Bachelor,Marketing Manager,16,43439
26,Male,Master,Financial Analyst,5,36438
42,Male,Bachelor,HR Manager,11,43161
38,Male,Bachelor,Sales Executive,3,23002
24,Male,Bachelor,Electrical Engineer,1,26437
58,Male,PhD,Accountant,26,42606
40,Male,Master,Content Writer,12,35669
37,Male,Diploma,Project Manager,10,63558
42,Male,Bachelor,IT Support Specialist,10,28376
37,Male,Master,Content Writer,2,19520
41,Female,Master,Network Engineer,19,48731
51,Female,Bachelor,Accountant,3,29139
41,Male,Bachelor,Project Manager,8,59045
42,Male,Bachelor,Civil Engineer,22,36663
47,Female,Bachelor,Business Analyst,21,51296
41,Female,Master,Legal Advisor,13,45835
44,Female,Bachelor,Mechanical Engineer,11,34020
30,Female,Master,Marketing Manager,8,41688
43,Male,Bachelor,Network Engineer,1,25661
41,Female,Diploma,HR Manager,13,44744
57,Male,Bachelor,System Administrator,23,46622
49,Female,Master,Software Engineer,0,30000
49,Male,Bachelor,Operations Manager,21,69386
25,Male,High School,Customer Support,4,20774
31,Female,Bachelor,Customer Support,9,20901
60,Male,Bachelor,HR Manager,8,39350
57,Female,Bachelor,Product Manager,20,74385
28,Female,High School,Operations Manager,3,43066
58,Male,Diploma,Product Manager,6,57087
56,Male,Bachelor,Software Engineer,0,30000
39,Other,Bachelor,Teacher,3,24496
22,Male,Bachelor,Business Analyst,2,31466
36,Male,Bachelor,Legal Advisor,12,36412
32,Female,High School,Graphic Designer,4,25089
45,Male,Bachelor,Financial Analyst,12,36398
48,Male,Master,Teacher,12,27016
30,Female,Master,Operations Manager,5,44456
36,Female,Bachelor,System Administrator,3,28663
54,Female,Bachelor,Project Manager,23,65796
21,Female,Diploma,Software Engineer,1,31217
53,Female,Diploma,HR Manager,22,62585
58,Male,Master,Electrical Engineer,0,25000
57,Female,High School,Marketing Manager,25,58924
29,Female,PhD,Sales Executive,9,29702
41,Male,Bachelor,Product Manager,3,52933
28,Female,Bachelor,Graphic Designer,2,21484
30,Male,Diploma,Network Engineer,9,37150
34,Female,Bachelor,Software Engineer,10,37282
52,Female,Bachelor,Network Engineer,10,38909
25,Female,Bachelor,Accountant,2,26765
35,Male,Master,Customer Support,11,26120
34,Female,Bachelor,Civil Engineer,3,27543
58,Male,Bachelor,System Administrator,0,25000
41,Male,PhD,Content Writer,14,35543
59,Male,Diploma,Content Writer,27,51334
46,Female,Bachelor,Financial Analyst,3,33752
34,Female,High School,Data Scientist,4,42914
35,Female,Bachelor,Sales Executive,5,23649
23,Male,PhD,Graphic Designer,0,20000
37,Other,Bachelor,Mechanical Engineer,13,35843
54,Male,Bachelor,Accountant,19,47742
32,Female,Master,Software Engineer,10,41161
35,Male,Diploma,Teacher,8,29988
35,Male,Bachelor,Teacher,2,22551
42,Female,Master,HR Manager,4,38605
21,Female,Master,Operations Manager,1,41322
47,Female,Bachelor,HR Manager,15,43810
48,Male,Diploma,Network Engineer,15,40204
23,Female,Diploma,Research Analyst,0,25000
46,Female,Bachelor,Marketing Manager,1,30521
59,Female,Master,Project Manager,30,90805
28,Female,Master,Product Manager,1,50506
33,Female,High School,Content Writer,2,20308
60,Other,Master,Network Engineer,11,40229
48,Male,Diploma,Accountant,25,50158
46,Female,Master,Research Analyst,12,41946
52,Male,Master,Data Scientist,32,85820
59,Female,High School,Project Manager,1,51137
35,Male,Bachelor,System Administrator,1,25658
31,Male,Master,System Administrator,5,31405
33,Female,Master,IT Support Specialist,10,30017
59,Female,Master,HR Manager,5,38512
31,Female,Diploma,Marketing Manager,9,39883
43,Male,Bachelor,Marketing Manager,12,40803
48,Female,Master,Financial Analyst,2,31239
40,Male,Master,Data Scientist,11,50139
35,Female,Bachelor,Sales Executive,10,28074
30,Male,PhD,Research Analyst,3,27569
30,Female,Bachelor,Electrical Engineer,1,25904
37,Male,Master,Product Manager,13,60334
45,Male,Master,Marketing Manager,3,33238
21,Female,Master,Marketing Manager,1,31155
57,Female,Diploma,Accountant,19,47415
43,Male,Bachelor,Customer Support,14,30971
26,Female,Bachelor,Graphic Designer,0,20000
58,Male,Bachelor,Research Analyst,36,44057
56,Male,Diploma,Civil Engineer,27,56327
22,Male,Master,Civil Engineer,0,25000
35,Male,Bachelor,Accountant,11,31135
52,Male,Bachelor,Software Engineer,25,62943
49,Male,Master,Civil Engineer,5,28393
54,Male,Bachelor,Graphic Designer,31,53948
41,Male,PhD,Civil Engineer,16,40283
33,Female,Bachelor,Business Analyst,0,30000
35,Female,Bachelor,Teacher,10,32203
42,Female,High School,HR Manager,5,39704
50,Female,Bachelor,Sales Executive,7,26419
30,Female,Bachelor,Marketing Manager,10,42992
47,Male,High School,Teacher,23,34814
35,Male,PhD,Financial Analyst,12,41648
60,Male,PhD,Business Analyst,33,47030
36,Male,Bachelor,Project Manager,0,50000
48,Male,Bachelor,Software Engineer,10,38828
21,Male,Bachelor,Business Analyst,1,31472
54,Male,PhD,Network Engineer,13,33387
46,Male,Bachelor,Software Engineer,23,60628
58,Male,Bachelor,Customer Support,18,28934
49,Female,Bachelor,Content Writer,29,37595
43,Male,Bachelor,Mechanical Engineer,6,28901
22,Male,Bachelor,Network Engineer,0,25000
50,Female,Bachelor,UI/UX Designer,30,46190
48,Other,Bachelor,IT Support Specialist,7,24383
44,Other,High School,Content Writer,3,20757
38,Male,Master,System Administrator,16,46953
24,Female,Master,Legal Advisor,1,30922
34,Female,Diploma,Product Manager,2,51653
24,Male,Diploma,Mechanical Engineer,2,26653
41,Female,Master,Accountant,17,50470
59,Male,Bachelor,Project Manager,39,81356
26,Male,Bachelor,Accountant,2,27288
48,Female,Bachelor,Operations Manager,19,61459
58,Male,Bachelor,Software Engineer,29,71138
42,Female,Bachelor,Project Manager,4,52375
39,Male,Diploma,Teacher,2,21884
42,Female,Master,Marketing Manager,7,33701
21,Male,Bachelor,Content Writer,0,18000
33,Male,Diploma,UI/UX Designer,9,30800
32,Male,Bachelor,System Administrator,1,25757
38,Male,Master,Graphic Designer,17,42279
35,Female,Master,Business Analyst,1,30667
41,Male,Bachelor,Financial Analyst,0,30000
59,Male,Master,Sales Executive,2,21125
57,Female,Diploma,Business Analyst,13,43772
42,Male,Master,Business Analyst,10,38044
31,Female,Bachelor,Content Writer,0,18000
27,Female,Master,IT Support Specialist,0,20000
22,Male,Diploma,HR Manager,1,35837
24,Female,Diploma,Sales Executive,4,23038
26,Male,Bachelor,Customer Support,0,15000
37,Female,Diploma,Customer Support,3,18759
53,Male,Master,Data Scientist,10,48618
33,Male,Bachelor,Product Manager,10,55494
39,Male,Bachelor,Network Engineer,6,33096
45,Male,Master,Sales Executive,8,24745
40,Female,Master,Product Manager,4,53205
31,Male,Master,Electrical Engineer,5,30245
58,Other,Bachelor,Product Manager,33,82894
55,Male,Bachelor,Mechanical Engineer,1,26115
51,Male,Bachelor,Accountant,24,38972
48,Male,Diploma,Mechanical Engineer,24,39025
43,Male,Bachelor,Civil Engineer,3,28323
59,Male,Bachelor,Legal Advisor,6,37513
29,Female,PhD,System Administrator,1,26315
36,Other,Bachelor,Operations Manager,16,49121
52,Male,Master,IT Support Specialist,18,36170
50,Female,Bachelor,IT Support Specialist,30,35530
54,Male,Bachelor,Mechanical Engineer,32,63637
45,Male,Bachelor,Research Analyst,16,43946
58,Female,Bachelor,UI/UX Designer,27,51651
43,Male,Diploma,Civil Engineer,15,43282
35,Male,Bachelor,Teacher,6,26494
21,Male,Master,UI/UX Designer,0,25000
45,Female,Bachelor,Teacher,23,36241
33,Female,Bachelor,HR Manager,4,38008
28,Female,Master,Sales Executive,0,20000
50,Male,Bachelor,Customer Support,25,44534
45,Female,Bachelor,Financial Analyst,4,32602
30,Male,PhD,Project Manager,1,50543
42,Female,Bachelor,Operations Manager,9,45535
42,Female,Master,Software Engineer,18,50570
53,Other,Bachelor,UI/UX Designer,30,50297
58,Male,Master,Research Analyst,22,54961
36,Male,Master,Software Engineer,6,35163
48,Female,Bachelor,Software Engineer,28,57327
24,Female,Bachelor,Mechanical Engineer,4,30975
47,Female,Bachelor,UI/UX Designer,12,38507
46,Male,Bachelor,Civil Engineer,12,38181
42,Female,Bachelor,Product Manager,17,74024
34,Male,Bachelor,Project Manager,11,57692
26,Female,Bachelor,Sales Executive,3,22757
33,Male,Master,Teacher,3,24048
60,Female,Bachelor,Sales Executive,25,48112
60,Male,High School,Mechanical Engineer,19,46781
47,Male,Diploma,Software Engineer,3,32860
33,Other,Bachelor,Teacher,2,21429
35,Female,Diploma,Accountant,13,39087
22,Female,Bachelor,Graphic Designer,2,22065
25,Male,Master,Sales Executive,2,21560
31,Male,Bachelor,Content Writer,5,22984
54,Male,Diploma,Financial Analyst,17,41117
46,Other,Bachelor,Content Writer,16,36095
32,Male,Bachelor,Content Writer,5,22018
56,Male,Master,Legal Advisor,30,56547
53,Male,Diploma,Content Writer,6,22386
31,Female,Bachelor,Mechanical Engineer,10,34635
36,Male,PhD,Software Engineer,16,53129
46,Male,Master,UI/UX Designer,16,44744
39,Male,Bachelor,Research Analyst,15,46845
58,Female,Bachelor,System Administrator,11,40817
29,Male,Master,Mechanical Engineer,9,36360
56,Female,Master,Business Analyst,0,30000
42,Male,Master,Civil Engineer,17,39354
40,Male,Master,Mechanical Engineer,13,39031
30,Male,Bachelor,Mechanical Engineer,3,28221
41,Male,Master,Content Writer,15,31533
52,Male,Bachelor,Research Analyst,10,30310
33,Male,Master,System Administrator,3,28409
31,Female,Bachelor,Legal Advisor,6,36565
24,Female,Bachelor,Sales Executive,0,20000
28,Male,Diploma,Sales Executive,6,27131
32,Male,Master,Project Manager,3,54466
41,Male,Bachelor,Project Manager,21,66124
35,Male,Diploma,HR Manager,11,47720
52,Male,Master,Operations Manager,19,54409
60,Female,Bachelor,Civil Engineer,15,42748
42,Female,Master,System Administrator,4,28709
53,Male,PhD,System Administrator,25,38779
28,Female,Master,Operations Manager,4,44020
37,Male,Bachelor,Teacher,11,35125
34,Female,Bachelor,Civil Engineer,13,40650
29,Male,Bachelor,System Administrator,9,32120
36,Female,Master,Project Manager,5,56450
58,Other,Master,Project Manager,4,53338
44,Female,Bachelor,Legal Advisor,6,38313
48,Male,Bachelor,Research Analyst,14,40327
49,Female,Master,Project Manager,19,75180
36,Female,PhD,Civil Engineer,5,30319
45,Male,Bachelor,IT Support Specialist,12,32223
32,Female,Bachelor,IT Support Specialist,8,27391
35,Male,PhD,Project Manager,1,51066
41,Male,High School,Civil Engineer,5,30421
38,Male,Bachelor,Electrical Engineer,2,27891
30,Female,Diploma,Legal Advisor,0,30000
51,Female,Bachelor,Sales Executive,25,32566
25,Female,Bachelor,Business Analyst,0,30000
41,Male,Diploma,Electrical Engineer,15,46296
58,Female,Diploma,Teacher,15,34456
56,Male,Bachelor,Software Engineer,33,68654
42,Male,Bachelor,Graphic Designer,14,29214
50,Female,Bachelor,Software Engineer,1,31415
44,Male,Master,Sales Executive,5,24158
41,Male,Bachelor,Data Scientist,7,44968
50,Male,Master,Data Scientist,15,61115
41,Male,Diploma,Graphic Designer,1,21115
28,Female,Diploma,Sales Executive,1,21006
29,Female,Master,Financial Analyst,9,41590
54,Female,Bachelor,System Administrator,33,44044
45,Female,Bachelor,Network Engineer,3,27951
49,Other,Master,Civil Engineer,8,34328
43,Female,Master,Data Scientist,19,66650
46,Female,Bachelor,Product Manager,19,62610
43,Male,Bachelor,Operations Manager,11,46840
53,Female,Master,Content Writer,5,21228
51,Male,Bachelor,Financial Analyst,12,41317
45,Male,Bachelor,Operations Manager,8,48226
59,Male,Master,HR Manager,26,53266
53,Male,Master,Data Scientist,21,50779
36,Female,Master,Teacher,16,38964
56,Female,Bachelor,System Administrator,0,25000
38,Male,Diploma,Accountant,6,28765
52,Female,Bachelor,UI/UX Designer,27,49791
24,Female,PhD,IT Support Specialist,4,22076
44,Male,Master,IT Support Specialist,1,20902
54,Female,Bachelor,Data Scientist,1,40502
46,Male,Master,Financial Analyst,13,43749
27,Other,Master,Research Analyst,0,25000
24,Male,Bachelor,UI/UX Designer,4,29277
41,Female,Bachelor,Graphic Designer,4,25392
52,Other,Master,Research Analyst,17,48916
41,Male,Master,Civil Engineer,10,38841
55,Male,Master,Business Analyst,14,43981
45,Male,Bachelor,Content Writer,22,48070
57,Female,Master,Data Scientist,2,42086
54,Other,Bachelor,Electrical Engineer,5,29469
57,Female,Master,Financial Analyst,13,41388
52,Female,Bachelor,System Administrator,12,33777
49,Female,Master,IT Support Specialist,5,25634
55,Male,Bachelor,Customer Support,15,24286
26,Male,Diploma,Operations Manager,3,41545
26,Other,Bachelor,Project Manager,0,50000
60,Male,Bachelor,Civil Engineer,22,54799
50,Male,Master,Civil Engineer,17,34055
47,Male,PhD,Research Analyst,14,36009
23,Female,Master,Accountant,0,25000
60,Female,Bachelor,Operations Manager,18,64407
29,Female,PhD,Project Manager,2,52621
29,Female,Master,Content Writer,7,27881
46,Male,Diploma,Network Engineer,1,26362
52,Male,Bachelor,Electrical Engineer,6,33740
42,Female,Bachelor,Accountant,7,35208
51,Male,High School,Software Engineer,3,33416
34,Male,Master,Project Manager,13,63472
39,Male,High School,Sales Executive,4,22294
52,Female,Bachelor,Customer Support,31,43305
59,Male,Bachelor,UI/UX Designer,22,54843
36,Female,Master,Business Analyst,9,41692
34,Male,PhD,Financial Analyst,1,31436
41,Male,Diploma,IT Support Specialist,14,40526
46,Male,Bachelor,Marketing Manager,19,54930
26,Male,Bachelor,Graphic Designer,3,22838
33,Male,Diploma,Operations Manager,10,47808
57,Other,Bachelor,Graphic Designer,21,40612
59,Male,Bachelor,HR Manager,32,71444
42,Male,PhD,Graphic Designer,13,36716
24,Female,Diploma,HR Manager,2,36592
22,Female,Bachelor,Civil Engineer,1,26083
21,Female,Bachelor,UI/UX Designer,1,26046
47,Female,Diploma,Marketing Manager,4,32127
57,Male,Master,Graphic Designer,3,22934
56,Male,Bachelor,Graphic Designer,24,34511
37,Male,Bachelor,Graphic Designer,2,21659
59,Male,Bachelor,Customer Support,8,26831
29,Male,Master,Data Scientist,7,44802
39,Male,Bachelor,Legal Advisor,15,49214
51,Female,PhD,Customer Support,11,31081
44,Female,Diploma,UI/UX Designer,2,27470
32,Female,Master,Research Analyst,11,34615
26,Female,Master,Operations Manager,6,45971
42,Male,Bachelor,System Administrator,17,43268
60,Male,Bachelor,Electrical Engineer,8,35970
30,Female,Master,Sales Executive,5,25756
28,Female,Diploma,Electrical Engineer,0,25000
43,Male,High School,IT Support Specialist,5,26312
35,Male,Master,Sales Executive,7,24052
29,Female,Diploma,Accountant,3,27143
38,Male,Bachelor,IT Support Specialist,14,38846
33,Female,Bachelor,HR Manager,7,45128
